text,name,id,label,lang,translated
Ilves siirtyy kahden maalin johtoon! Tuomas Salmela toimittaa kiekon maalille ja @MMaccelli on ensimmäisenä paikall https://t.co/Bwa2ZLts7E,ilveshockey,454739528,1,fi,Ilves moves two-goal lead! Tuomas Salmela supply reel coat and @MMaccelli is the first LOCAL https://t.co/Bwa2ZLts7E
" 0-2 Maccelli!

#Ilves #Liiga https://t.co/U19wnbrTQi",ilveshockey,454739528,0,it,"0-2 Maccelli!

#Ilves #Liiga https://t.co/U19wnbrTQi"
@RauTeemu Ilves avaa maalihanat neljän peliminuutin jälkeen! Tänään kapteenin C-kirjainta kantava @RauTeemu hakee i https://t.co/ojnHmex318,ilveshockey,454739528,0,fi,"@RauTeemu Ilves opens the taps finish the game after four minutes! Today, the master bearing the letter C @RauTeemu searches i https://t.co/ojnHmex318"
" 0-1 Rautiainen!

#Ilves #Liiga @RauTeemu https://t.co/Vh3wpPNFiS",ilveshockey,454739528,0,fi,"0-1 Rautiainen!

#Ilves #Liiga @RauTeemu https://t.co/Vh3wpPNFiS"
"LET'S GO! 

 #VaasanSport vs. #Ilves https://t.co/VaTnIyUM2C",ilveshockey,454739528,0,en,LET'S GO! 
"Kanna ylpeenä. 

 @FunTampere ennakkotunti käynnissä: https://t.co/4YY1LYwsaA

#Ilves #Liiga https://t.co/6OreqdiQ3f",ilveshockey,454739528,0,fi,Kanna ylpeenä. 
 Me kaikki tänään. https://t.co/9XyhzlN2vL,ilveshockey,454739528,0,fi, Me kaikki tänään. https://t.co/9XyhzlN2vL
"Kypärän remmi kireelle ja let's go! 

Kiekko jäähän Vaasassa klo 18:30. Elä mukana:

 klo 17:30 @FunTampere 
 k https://t.co/DDiYKPTDSa",ilveshockey,454739528,0,fi, @FunTampere ennakkotunti käynnissä: https://t.co/4YY1LYwsaA
" Ilves tänään! 

 Ennakko: https://t.co/ACgw2ZTelY
 klo 17:30: @FunTampere 
 klo 18:00: @TelialovesLiiga 
 https://t.co/CU9Dywz2Em",ilveshockey,454739528,0,fi, Ilves tänään! 
"Ilves matkustaa tänään Vaasaan, jossa se kohtaa kolmatta kertaa tällä kaudella Sportin. Kaksi ensimmäistä peliä on https://t.co/FHOWRNiE3y",ilveshockey,454739528,0,fi,"Ilves matkustaa tänään Vaasaan, jossa se kohtaa kolmatta kertaa tällä kaudella Sportin. Kaksi ensimmäistä peliä on https://t.co/FHOWRNiE3y"
"Viime lauantain Ilves-ssät-ottelussa juhlistettiin Suomen itsenäisyyttä. 

Ennen ottelun alkua Kangasalan Miesla https://t.co/I7zkRGwGqV",ilveshockey,454739528,0,fi, Ennakko: https://t.co/ACgw2ZTelY
"RT @ilvesmaskotti: Niin monta ystävää. 

#Ilves #Liiga  @tkoistinen https://t.co/0kqhxoI6mu",ilveshockey,454739528,0,fi, klo 17:30: @FunTampere 
Keskiviikkona Ilves matkaa Kuparisaareen Vaasan Sportin vieraaksi ja perjantaina Tappara isännöi Hakametsässä kaude https://t.co/SsnVvKLlXh,ilveshockey,454739528,0,fi, klo 18:00: @TelialovesLiiga 
"Työnteko jatkuu - täysillä, mutta iloisella ilmeellä! 

#IloisellaIlmeellä #Ilves #Liiga  @AarnoVuorinen https://t.co/pnLuEWFTTX",ilveshockey,454739528,0,fi, https://t.co/CU9Dywz2Em
"RT @ilvesmaskotti: Kopo, minä &amp; Ilves-perhe. 

@kolppanen31 

#Ilves #Liiga  @SamiRaiskio https://t.co/eKQlT8qz4H",ilveshockey,454739528,0,lt,"RT @ilvesmaskotti: Kopo, minä &amp; Ilves-perhe. 

@kolppanen31 

#Ilves #Liiga  @SamiRaiskio https://t.co/eKQlT8qz4H"
Ystävykset siinä.  https://t.co/e78LzOMcSq,ilveshockey,454739528,0,fi,Friendster it. https://t.co/e78LzOMcSq
"Hei kaikki! Ystävämme Ipa on meidän matkassa mukana!

Ota @ilvesmaskotti seurantaan Twitterissä ja Instagramissa. https://t.co/FfEKZd4O7v",ilveshockey,454739528,0,fi,"Hey everybody! Our friend is our Ipa on the move!

Contact @ilvesmaskotti monitoring Twitter and Instagram. https://t.co/FfEKZd4O7v"
" Matias Maccelli 

@MMaccelli on ihastuttanut @smliiga-yleisöä huimilla otteillaan syksyn aikana ja 19-vuotiaalla https://t.co/XHUPkTyjXF",ilveshockey,454739528,1,fi,"Matias Maccelli

@MMaccelli has delighted @ smliiga-otteillaan audience with soaring during the fall and 19-year-old https://t.co/XHUPkTyjXF"
"Tämä on meidän yhteinen matkamme! 

#Ilves #Liiga  @tkoistinen https://t.co/0VDJKmeJmb",ilveshockey,454739528,0,fi,"This is our common journey!

#Ilves #Liiga @tkoistinen https://t.co/0VDJKmeJmb"
#NAME?,ilveshockey,454739528,0,fi,#NAME?
"We are lucky. We are the Kings!

#Ilves #Liiga https://t.co/nOh7BH07U4",ilveshockey,454739528,1,en,We are lucky. We are the Kings!
0,ilveshockey,454739528,1,und,0
@miratyttone @tkoistinen @r1kuexposures ,ilveshockey,454739528,0,und,#Ilves #Liiga https://t.co/nOh7BH07U4
" 9 PISTEEN VIIKKO 

Toista kertaa tällä kaudella.

Mikä fiilis?  Kuvaile GIF:llä!

#Ilves #Liiga  @tkoistinen https://t.co/80kCOpVnyC",ilveshockey,454739528,0,fi,"9 POINT WEEK

For the second time this season.

What's up? Describe the GIF has!

#Ilves #Liiga @tkoistinen https://t.co/80kCOpVnyC"
"Onnittelut merkkipaalusta, Kalle! 

Täksi kaudeksi Ilvekseen siirtynyt puolustaja on pelannut 300 liigaottelua teh https://t.co/uDDGECCBFv",ilveshockey,454739528,1,fi,"Congratulations on your milestone, Kalle!

This season shifted lynx defender has played 300 league matches teh https://t.co/uDDGECCBFv"
"Onnittelut merkkipaalusta, @JarkkoParikka! 

Koko @smliiga-uransa Ilvestä edustanut jykevä puolustaja on merkkautt https://t.co/YbPTJhSIez",ilveshockey,454739528,1,fi,"Congratulations on your milestone, @JarkkoParikka!

Size @ smliiga career represented the lynx is a robust defender is merkkautt https://t.co/YbPTJhSIez"
Ilves ja ssät väänsivät lauantaina liki kuudentuhannen katsojan edessä tiukan taistelun. Hyvällä taisteluilmeellä https://t.co/p6NEPgATiz,ilveshockey,454739528,1,fi,Ilves and SSAT platted on Saturday in front of nearly six thousand spectators tight battle. With good battle ilmeellä https://t.co/p6NEPgATiz
RT @lapaus75: hieno viikko: 9 pistettä ja kaikki legot tallella! https://t.co/ERC9sd7SdA,ilveshockey,454739528,0,fi,"RT @ lapaus75: fine week: 9 points, and all the Lego bricks intact! https://t.co/ERC9sd7SdA"
"Illan yleisömäärä 5981 - Ilves kiittää! 

#Ilves #Liiga  @tkoistinen https://t.co/PWTgpeA4tu",ilveshockey,454739528,0,fi,"The evening audience of 5981 - Ilves would like to thank!

#Ilves #Liiga @tkoistinen https://t.co/PWTgpeA4tu"
"Show jatkuu!

D-pääty: 
A-sivu: 
C-pääty: 
B-pääty: 

#Ilves #Liiga  @tkoistinen https://t.co/SlF1i058mC",ilveshockey,454739528,0,fi,"The show goes on!

D-end:
A page:
C-terminus:
B end:

#Ilves #Liiga @tkoistinen https://t.co/SlF1i058mC"
U20-nuorten maajoukkue julkisti MM-leiritykselle osallistuvan joukkueen tänään. Sportin hyökkääjä Eemil Erholtz on https://t.co/DVcYmHxeh0,VaasanSport,260879705,0,fi,U20 youth national team announced the MM-leiritykselle participating team today. Sport attacker Eemil Erholtz is https://t.co/DVcYmHxeh0
"Pelit jatkuvat huomenna Vaasan Sähkö Areenalla @OulunKarpatFi vastaan!

Perjantain otteluun on myyty hurjaan tah https://t.co/7Mw0WdZMIu",VaasanSport,260879705,0,fi,"Play continues tomorrow Vaasa, Electric Arena @OulunKarpatFi against!

Friday's match have been sold to a wild tah https://t.co/7Mw0WdZMIu"
"Ilves vie ottelun Vaasan Sähkö Areenalla ensimmäisen erän pikamaaleilla.

 1-3 Ainali
 2-3 Erholtz

Perjantaina p https://t.co/vPGjzW7WFt",VaasanSport,260879705,0,fi,"Ilves takes the match Vaasa, Electric Arena instant paints the first installment.

 1-3 Ainali
 2-3 Erholtz

On Friday, p https://t.co/vPGjzW7WFt"
" 2-3 EEMIL ERHOLTZ! Erholtz tuo Sportin ylivoimalla maalin päähän! Nyt taistellaan 

#VaasanSport #Kotkasydämellä https://t.co/QpTRrTJGPq",VaasanSport,260879705,0,fi,"2-3 Eemil Erholtz! Erholtz brings Sport's power play goal in the end! now fight

#VaasanSport # Kotka with the Heart of https://t.co/QpTRrTJGPq"
"Kolmas erä käynnissä!

#VaasanSport #Kotkasydämellä #Liiga",VaasanSport,260879705,0,fi,"The third installment in progress!

#VaasanSport # Kotka with the Heart of #Liiga"
"Päätöserään kahden maalin takaa-ajosta  maali kerrallaan rinnalle! 

 1-3 Ainali

#VaasanSport #Kotkasydämellä https://t.co/QmZEXcfM7x",VaasanSport,260879705,0,fi,"The decision According to a two-goal of pursuit at a time in parallel with paint!

 1-3 Ainali

#VaasanSport # Kotka with the Heart of https://t.co/QmZEXcfM7x"
" 1-3 ALEKSI AINALI! Ainali iskee kotkapaitojen avausmaalin ylivoimalla ajassa 29:14. 

#VaasanSport https://t.co/ajTpXCW7Zv",VaasanSport,260879705,0,fi,"1-3 ALEKSI AINALI! Ainali strike eagle shirts first goal of superiority in time 29:14.

#VaasanSport https://t.co/ajTpXCW7Zv"
